School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
P.S. 58 - BRONX,X,9,EXTERIOR MASONRY / FLOOD ELIMINATION / FULL PROGRAM ACCESSIBILITY / PARAPETS / ROOFS / WINDOWS,17444400,CIP,X058,459 EAST 176 STREET,Bronx,10457,BRONX,40.846162,-73.899264,206,15,2009540,2029090032,395,BX0602,"(40.846162, -73.899264)"
I.S. 141 - QUEENS,Q,30,LSP DOMESTIC WATER HEATER REPLACEMENT,135103.82,CIP,Q141,37-11 21 AVENUE,Queens,11105,QUEENS,40.775589,-73.90509,401,22,4016102,4008100001,12301,QN0101,"(40.775589, -73.90509)"
ELM TREE ELEMENTARY SCHOOL,Q,24,FY22 RESO A PLAYGROUND UPGRADE,242000,CIP,Q298,50-51 98TH STREET,Queens,11368,QUEENS,40.742167,-73.864109,404,21,4620049,4018910001,44302,QN0402,"(40.742167, -73.864109)"
EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,K,19,IPDVS INSTALLATION,543000,CIP,K072,605 SHEPHERD AVENUE,Brooklyn,11208,BROOKLYN,40.669387,-73.879614,305,42,3090219,3040690001,1164,BK0502,"(40.669387, -73.879614)"
P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,Q,25,New,89375000,CAP,Q388,23-50 WATERS EDGE DRIVE,Queens,11360,QUEENS,40.782157,-73.773112,407,19,4132709,4059580140,99703,QN0703,"(40.782157, -73.773112)"
EDUCATIONAL CAMPUS @ 2202 60 STREET - BROOKLYN,K,21,Lease,27222000,CAP,K597,2202 60 STREET,Brooklyn,11204,BROOKLYN,40.616479,-73.978093,312,44,3329154,3065490001,446,BK1204,"(40.616479, -73.978093)"
P.S. 121 - BROOKLYN,K,21,IPDVS INSTALLATIONS,482000,CIP,K121,5301 20 AVENUE,Brooklyn,11204,BROOKLYN,40.623273,-73.978822,312,44,3253281,3054951101,464,BK1204,"(40.623273, -73.978822)"
P.S. 179 - BROOKLYN,K,20,FLOOD ELIMINATION,2312600,CIP,K179,202 AVENUE C,Brooklyn,11218,BROOKLYN,40.640463,-73.977642,312,39,3126001,3053710001,488,BK1203,"(40.640463, -73.977642)"
FLUSHING HS - QUEENS,Q,25,ROOF REPLACEMENT,503655,CIP,Q462,27-01 149 STREET,Queens,11354,QUEENS,40.773675,-73.817441,407,19,4538073,4048120012,1047,QN0704,"(40.773675, -73.817441)"
P.S. @ 4074 VICTORY BLVD - STATEN ISLAND,R,31,New,76890000,CAP,R121,4074 VICTORY BLVD,Staten Is,10314,STATEN IS,40.592234,-74.189743,502,50,,,29102,SI0204,"(40.592234, -74.189743)"
P.S. 44 - BRONX,X,12,WATER PENETRATION @ X044,1543500,CIP,X044,1825 PROSPECT AVENUE,Bronx,10457,BRONX,40.842084,-73.891116,206,15,2009957,2029490064,36902,BX0602,"(40.842084, -73.891116)"
P.S. @ 140 BEACH 112 STREET - QUEENS,Q,27,Lease,0,CAP,Q593,140 BEACH 112 STREET,Queens,11694,QUEENS,40.57978,-73.833131,414,32,4303856,4161840001,938,QN1403,"(40.57978, -73.833131)"
P.S. 69 - BRONX,X,8,EXTERIOR MASONRY / WINDOWS,5974000,CIP,X069,560 THIERIOT AVENUE,Bronx,10473,BRONX,40.816693,-73.860904,209,18,2021482,2035240020,16,BX0902,"(40.816693, -73.860904)"
P.S. 315 - BROOKLYN,K,22,FY22 RESO A ROOM CONVERSION,76000,CIP,K152,725 EAST 23 STREET,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,3205780,3075510026,772,BK1401,"(40.632562, -73.954724)"
P.S. 279 - BROOKLYN,K,18,BACKFLOW PREVENTION DEVICES,750000,CIP,K279,1070 EAST 104 STREET,Brooklyn,11236,BROOKLYN,40.644203,-73.892264,318,46,3326733,3082300001,986,BK1803,"(40.644203, -73.892264)"
P.S. 122 - QUEENS,Q,30,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,1163000,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,11105,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)"
I.S. 324 - MANHATTAN,M,6,WALK-IN REFRIGERATORS AND FREEZERS,639000,CIP,M090,21 JUMEL PLACE,Manhattan,10032,MANHATTAN,40.839305,-73.936159,112,10,1076741,1021120058,249,MN1201,"(40.839305, -73.936159)"
MIDDLE COLLEGE HIGH SCHOOL - QUEENS,Q,24,WATER INFILTRATION,944945,CIP,Q520,45-35 VAN DAM STREET,Queens,11101,QUEENS,40.744412,-73.93364,402,26,4003442,4002490001,17902,QN0202,"(40.744412, -73.93364)"
X000 - BRONX,X,10,PLAYGROUND REDEVELOPMENT,360000,CIP,X469,2347 MORRIS AVENUE,Bronx,10468,BRONX,40.859448,-73.901113,205,14,2000000,2031830026,239,BX0503,"(40.859448, -73.901113)"
P.S. 452 - MANHATTAN,M,3,FY19 RESO A PLAYGROUND,1120000,CIP,M191,210 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.771966,-73.987429,107,6,1030320,1011520029,147,MN0701,"(40.771966, -73.987429)"
K721 SPED - BROOKLYN,K,21,LSP- INTERIOR SPACES,165000,CIP,K722,64 AVENUE X,Brooklyn,11223,BROOKLYN,40.589317,-73.98131,313,47,3385667,3071850020,308,BK1301,"(40.589317, -73.98131)"
P.S. 37 - QUEENS,Q,29,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,10283745,CIP,Q037,179-37 137 AVENUE,Queens,11434,QUEENS,40.67588,-73.758505,412,27,4279864,4129930118,352,QN1205,"(40.67588, -73.758505)"
P.S. 6 - BROOKLYN,K,17,PARAPETS,2250786,CIP,K006,43 SNYDER AVENUE,Brooklyn,11226,BROOKLYN,40.64859,-73.957138,314,40,3117230,3051030079,794,BK1701,"(40.64859, -73.957138)"
I.S. 98 - BROOKLYN,K,21,FACADE / PARAPETS / WINDOWS,10831000,CIP,K043,1401 EMMONS AVENUE,Brooklyn,11235,BROOKLYN,40.583125,-73.954037,315,48,3246958,3087670026,608,BK1503,"(40.583125, -73.954037)"
P.S. 235 - BROOKLYN,K,18,EXTERIOR MASONRY / PARAPETS / ROOFS,3454200,CIP,K242,10001 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.645243,-73.898241,318,46,3229773,3081880001,974,BK1803,"(40.645243, -73.898241)"
P.S. 207 - BROOKLYN,K,22,FY18 RESO A AUDITORIUM  UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,671170,CIP,K207,4011 FILLMORE AVENUE,Brooklyn,11234,BROOKLYN,40.613353,-73.930129,318,46,3239388,3084840001,652,BK1802,"(40.613353, -73.930129)"
P.S. 109 - BROOKLYN,K,22,LSP REPLACE LEAKING PVI DOMESTIC WATER HEATER,11119.9,CIP,K395,1001 EAST 45 STREET,Brooklyn,11203,BROOKLYN,40.636455,-73.933582,317,45,3114526,3050220002,836,BK1702,"(40.636455, -73.933582)"
M169 SPED - MANHATTAN,M,2,FY20 RESO A CAFETERIA UPGRADE,68000,CIP,M169,110 EAST 88 STREET,Manhattan,10128,MANHATTAN,40.781227,-73.955673,108,4,1048043,1015167502,14802,MN0802,"(40.781227, -73.955673)"
P.S. 229 - QUEENS,Q,24,FIRE ALARM REPLACEMENT,835000,CIP,Q229,67-25 51 ROAD,Queens,11377,QUEENS,40.734294,-73.897557,405,30,4440274,4024230001,513,QN0501,"(40.734294, -73.897557)"
BROOKLYN TECH HS - K,K,13,LL 26-EXIT SIGNS,319643.28,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,302,35,3058752,3020980013,33,BK0203,"(40.688834, -73.976905)"
P.S. 58 - BROOKLYN,K,15,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,842111,CIP,K058,330 SMITH STREET,Brooklyn,11231,BROOKLYN,40.680415,-73.994754,306,39,3000000,3004490015,77,BK0601,"(40.680415, -73.994754)"
P.S. 140 - MANHATTAN,M,1,ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / EXTERIOR MASONRY / FLOOD ELIMINATION / HEATING PLANT UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / ROOFS / WINDOWS,49922946,CIP,M140,123 RIDGE STREET,Manhattan,10002,MANHATTAN,40.71925,-73.983056,103,1,1004091,1003440001,2201,MN0302,"(40.71925, -73.983056)"
PORT RICHMOND HS - R,R,31,LSP REPLACE BOILER,61800,CIP,R446,39 INNIS STREET,Staten Island,10302,STATEN IS,40.633704,-74.142364,501,49,5026076,5011210001,213,SI0106,"(40.633704, -74.142364)"
FORT HAMILTON HS - K,K,20,WASTE SYSTEM,3708000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627898,-74.039985,310,47,3152318,3060130001,46,BK1001,"(40.627898, -74.039985)"
P.S. @ 2075 WEBSTER AVENUE - BRONX,X,9,New,75628000,CAP,X496,2075 WEBSTER AVENUE,Bronx,10457,BRONX,40.851741,-73.898493,205,15,2013297,2031420048,379,BX0502,"(40.851741, -73.898493)"
NEW DORP HS - STATEN ISLAND,R,31,EXTERIOR MASONRY / PARAPETS / ROOFS,29474103,CIP,R435,465 NEW DORP LANE,Staten Island,10306,STATEN IS,40.569393,-74.107737,502,50,5055367,5039300010,11204,SI9592,"(40.569393, -74.107737)"
HYDE LEADERSHIP CHARTER SCHOOL - X,X,8,LSP AUDITORIUM STAGE & SPOT LIGHTING,152188,CIP,X074,730 BRYANT AVENUE,Bronx,10474,BRONX,40.815455,-73.88577,202,17,2006566,2027630279,11701,BX0201,"(40.815455, -73.88577)"
P.S. 56 - STATEN ISLAND,R,31,EXTERIOR MASONRY / PARAPETS / ROOFS,8424000,CIP,R056,250 KRAMER AVENUE,Staten Island,10309,STATEN IS,40.542246,-74.214002,503,51,5128148,5070440001,20805,SI0303,"(40.542246, -74.214002)"
P.S. 312 - BROOKLYN,K,22,FY16 RESO A LEARNING GARDEN,11844828,CIP,K342,1415 EAST 71 STREET,Brooklyn,11234,BROOKLYN,40.622699,-73.910624,318,46,3000000,3083930001,69602,BK1802,"(40.622699, -73.910624)"
P.S. 95 - QUEENS,Q,29,EXISTING BUILDING-KITCHEN RENOVATION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING/IPDVS,5879602,CIP,Q095,179-01 90 AVENUE,Queens,11432,QUEENS,40.710624,-73.783423,412,23,4446042,4099140001,468,QN1201,"(40.710624, -73.783423)"
BERGTRAUM HS - MANHATTAN,M,2,DOMESTIC PIPING / ROOFS / WINDOWS,14812000,CIP,M520,411 PEARL STREET,Manhattan,10038,MANHATTAN,40.711442,-74.000851,101,1,1001388,1001130100,2901,MN0102,"(40.711442, -74.000851)"
P.S. 193 - BROOKLYN,K,22,EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / ROOFS,21847000,CIP,K193,2515 AVENUE L,Brooklyn,11210,BROOKLYN,40.621507,-73.950473,314,45,3208461,3076250001,754,BK1403,"(40.621507, -73.950473)"
BOYS PREPARATORY CHARTER SCHOOL OF THE BRONX,X,8,FY21 RESO A AUDITORIUM UPGRADE,80000,CIP,X107,1695 SEWARD AVENUE,Bronx,10473,BRONX,40.818467,-73.868372,209,18,2021972,2035910050,2001,BX0902,"(40.818467, -73.868372)"
I.S. 202 - QUEENS,Q,27,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,8212500,CIP,Q202,138-30 LAFAYETTE STREET,Queens,11417,QUEENS,40.67124,-73.845141,410,32,4245993,4114030001,58,QN1002,"(40.67124, -73.845141)"
M811 SPED - MANHATTAN,M,3,FY20 RESO A IPDVS CAMERA INSTALLATION / IPDVS INSTALLATIONS,674000,CIP,M841,466 WEST END AVENUE,Manhattan,10024,MANHATTAN,40.786611,-73.97951,107,6,1032754,1012300001,171,MN0702,"(40.786611, -73.97951)"
I.S. 73 - QUEENS,Q,24,FY20 RESO A AUDITORIUM UPGRADE,395000,CIP,Q073,70-02 54 AVENUE,Queens,11378,QUEENS,40.729215,-73.893624,405,30,4058611,4025030031,49302,QN0501,"(40.729215, -73.893624)"
THE SCHOLARS ACADEMY - QUEENS,Q,27,CONDENSATION RESOLUTION,21648,CIP,Q180,320 BEACH 104 STREET,Queens,11694,QUEENS,40.584158,-73.825736,414,32,4303722,4161590012,938,QN1403,"(40.584158, -73.825736)"
I.S. 109 - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,587000,CIP,Q109,213-10 92 AVENUE,Queens,11428,QUEENS,40.720713,-73.747001,413,23,4226839,4106260001,542,QN1303,"(40.720713, -73.747001)"
P.S. 178 - MANHATTAN,M,6,IPDVS CAMERA INSTALLATION,14760,CIP,M178,12-18 ELLWOOD STREET,Manhattan,10040,MANHATTAN,40.859243,-73.927792,112,10,1064128,1021710036,283,MN1202,"(40.859243, -73.927792)"
I.S. 181 - BRONX,X,11,FY15 RESO A PLAYGROUND REDEVELOPMENT,2604000,CIP,X181,800 BAYCHESTER AVENUE,Bronx,10475,BRONX,40.875293,-73.83389,210,12,2116160,2051410150,46205,BX1004,"(40.875293, -73.83389)"
